,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017
585,19060,_HCVU651,RESP046,,,,,,98.65,,,,,,,91.21,,,,,,,94.93,,,,,,,285.0,
586,19060,_RFHLTH,RESP061,,,,,,82.04,,,,,,,72.52,,,,,,,77.28,,,,,,,388.0,
587,19060,_RFSMOK3,RESP046,,,,,,24.09,,,,,,,13.19,,,,,,,18.64,,,,,,,73.0,
588,19060,_TOTINDA,RESP046,,,,,,78.89,,,,,,,68.35,,,,,,,73.62,,,,,,,352.0,
589,19124,BLOODCHO,RESP046,79.15,,83.56,,80.39,,,70.99,,76.46,,71.77,,,75.07,,80.01,,76.08,,,669.0,,742.0,,1129.0,,
590,19124,Custom_8,Custom_8,0.6205104193928382,,0.5092960833379407,,0.5667289046408577,,,0.47793103524949554,,0.3943409620313881,,0.4214414423622969,,,0.5492207273211669,,0.4518185226846644,,0.4940851735015773,,,313.0,,293.0,,533.0,,
591,19124,Custom_9,Custom_9,74.38786802150767,70.76923309275173,71.12746373010376,76.40650206363065,77.54541284687325,81.42617004663879,76.57116041040106,55.112131978492336,54.47076690724826,54.41253626989623,58.11349793636933,56.77458715312674,57.1738299533612,54.50883958959892,64.75,62.62,62.769999999999996,67.25999999999999,67.16,69.3,65.53999999999999,496.0,537.0,524.0,795.0,788.0,924.0,749.0
592,19124,DIABETE3,RESP046,9.77,12.15,11.06,11.8,13.62,11.66,14.01,5.65,7.61,6.6,6.98,7.94,5.9,7.63,7.71,9.88,8.83,9.39,10.78,8.78,10.82,81.0,104.0,90.0,173.0,186.0,216.0,177.0
593,19124,DRNKANY5,RESP046,61.83,55.94,55.6,59.76,56.43,58.74,54.34,52.73,47.62,47.1,51.1,46.79,47.88,43.56,57.28,51.78,51.35,55.43,51.61,53.31,48.95,413.0,459.0,455.0,602.0,572.0,648.0,543.0
594,19124,_HCVU651,RESP046,73.27,68.45,75.51,78.64,79.62,84.88,84.83,64.21,59.27,66.89,70.22,69.78,74.76,75.35,68.74,63.86,71.2,74.43,74.7,79.82,80.09,445.0,480.0,501.0,668.0,666.0,656.0,608.0
595,19124,_RFHLTH,RESP061,88.11,86.12,86.79,87.5,87.19,89.92,87.67,82.19,80.4,81.19,81.54,79.55,82.78,80.03,85.15,83.26,83.99,84.52,83.37,86.35,83.85,678.0,732.0,722.0,1044.0,1075.0,1159.0,997.0
596,19124,_RFHYPE5,RESP046,33.41,,32.06,,32.26,,35.71,25.73,,25.12,,24.26,,26.27,29.57,,28.59,,28.26,,30.99,305.0,,319.0,,548.0,,527.0
597,19124,_RFSMOK3,RESP046,20.22,18.86,15.65,15.16,18.93,17.03,16.69,13.36,12.74,10.27,9.24,11.29,9.39,9.55,16.79,15.8,12.96,12.2,15.11,13.21,13.12,115.0,123.0,105.0,120.0,127.0,134.0,116.0
598,19124,_TOTINDA,RESP046,80.22,78.6,74.49,78.09,76.91,81.72,76.2,72.88,71.58,66.49,70.61,67.73,72.98,66.16,76.55,75.09,70.49,74.35,72.32,77.35,71.18,588.0,688.0,593.0,969.0,839.0,1016.0,788.0
599,19340,BLOODCHO,RESP046,86.8,,84.31,,,,,73.94,,74.27,,,,,80.37,,79.29,,,,,449.0,,591.0,,,,
600,19340,Custom_8,Custom_8,0.5763103546535244,,0.6276047858341213,,,,,0.35189668777524236,,0.472155587479033,,,,,0.4641035212143834,,0.5498801866565771,,,,,182.0,,276.0,,,,
601,19340,Custom_9,Custom_9,74.40642862767449,,78.81111590038215,,,,,47.19357137232551,,55.868884099617866,,,,,60.8,,67.34,,,,,312.0,,430.0,,,,
602,19340,DIABETE3,RESP046,,,14.55,,,,,,,8.19,,,,,,,11.37,,,,,51.0,,81.0,,,,
603,19340,DRNKANY5,RESP046,76.62,,61.51,,,,,63.02,,51.05,,,,,69.82,,56.28,,,,,313.0,,351.0,,,,
604,19340,_HCVU651,RESP046,92.17,,91.83,,,,,76.41,,82.61,,,,,84.29,,87.22,,,,,299.0,,369.0,,,,
605,19340,_RFHLTH,RESP061,94.03,,86.22,,,,,82.11,,77.8,,,,,88.07,,82.01,,,,,447.0,,550.0,,,,
606,19340,_RFHYPE5,RESP046,30.48,,37.73,,,,,19.22,,28.33,,,,,24.85,,33.03,,,,,189.0,,283.0,,,,
607,19340,_RFSMOK3,RESP046,25.18,,23.57,,,,,13.42,,14.31,,,,,19.3,,18.94,,,,,83.0,,94.0,,,,
608,19340,_TOTINDA,RESP046,77.05,,76.53,,,,,60.31,,66.57,,,,,68.68,,71.55,,,,,372.0,,462.0,,,,
609,19380,BLOODCHO,RESP046,85.92,,88.89,,85.37,,,76.74,,80.93,,73.73,,,81.33,,84.91,,79.55,,,702.0,,754.0,,505.0,,
610,19380,Custom_8,Custom_8,0.6160453652463169,,0.5012389082296662,,0.5352812471499269,,,0.47088442695828175,,0.3834625403629613,,0.37961504449055083,,,0.5434648961022993,,0.4423507242963138,,0.45744814582023885,,,346.0,,325.0,,229.0,,
611,19380,Custom_9,Custom_9,80.87690433139424,70.09045063288251,76.41978282096908,81.6931668027743,76.32595946599207,74.81564889713843,79.37385783980926,58.62309566860576,51.449549367117484,56.16021717903094,57.406833197225694,51.75404053400794,53.124351102861574,55.62614216019073,69.75,60.769999999999996,66.29,69.55,64.04,63.97,67.5,513.0,524.0,531.0,377.0,359.0,355.0,385.0
612,19380,DIABETE3,RESP046,13.01,15.25,12.52,19.7,12.79,15.91,15.75,7.87,10.07,7.78,11.5,7.57,9.59,9.75,10.44,12.66,10.15,15.6,10.18,12.75,12.75,121.0,135.0,120.0,94.0,95.0,95.0,99.0
613,19380,DRNKANY5,RESP046,56.55,58.12,60.83,55.39,56.03,59.34,58.49,46.13,49.18,51.35,44.07,43.99,48.68,47.59,51.34,53.65,56.09,49.73,50.01,54.01,53.04,378.0,418.0,420.0,265.0,258.0,281.0,284.0
614,19380,_HCVU651,RESP046,87.46,84.81,88.26,92.49,93.74,96.6,95.89,77.58,75.67,78.34,83.75,84.18,90.56,89.23,82.52,80.24,83.3,88.12,88.96,93.58,92.56,454.0,468.0,461.0,305.0,292.0,318.0,332.0
615,19380,_RFHLTH,RESP061,84.99,84.78,89.35,85.04,90.3,87.21,84.23,76.95,78.28,83.71,76.62,83.4,80.07,75.95,80.97,81.53,86.53,80.83,86.85,83.64,80.09,639.0,676.0,684.0,442.0,464.0,467.0,461.0
616,19380,_RFHYPE5,RESP046,37.2,,37.62,,41.16,,36.16,28.5,,29.38,,30.3,,26.94,32.85,,33.5,,35.73,,31.55,353.0,,362.0,,261.0,,236.0
617,19380,_RFSMOK3,RESP046,24.99,27.77,25.45,26.56,21.45,24.55,24.4,16.25,19.69,16.87,16.52,12.51,15.81,15.14,20.62,23.73,21.16,21.54,16.98,20.18,19.77,135.0,159.0,151.0,92.0,87.0,95.0,95.0
618,19380,_TOTINDA,RESP046,77.3,78.81,76.9,81.16,80.44,80.39,76.2,68.12,71.41,68.4,71.72,70.56,71.65,66.6,72.71,75.11,72.65,76.44,75.5,76.02,71.4,556.0,629.0,561.0,431.0,386.0,428.0,383.0
619,19660,BLOODCHO,RESP046,,,87.83,,,,,,,79.99,,,,,,,83.91,,,,,,,1017.0,,,,
620,19660,Custom_8,Custom_8,,,0.6047458622771801,,,,,,,0.48260963766323217,,,,,,,0.5436777499702061,,,,,,,503.0,,,,
621,19660,Custom_9,Custom_9,,,67.75323096548745,,,74.84307592923867,74.39873452746833,,,50.386769034512554,,,57.57692407076134,50.06126547253167,,,59.07,,,66.21000000000001,62.230000000000004,,,627.0,,,694.0,422.0
622,19660,DIABETE3,RESP046,,,13.63,,,16.58,16.39,,,8.73,,,11.14,9.53,,,11.18,,,13.86,12.96,,,159.0,,,188.0,96.0
623,19660,DRNKANY5,RESP046,,,61.09,,,58.99,59.07,,,52.15,,,50.75,47.67,,,56.62,,,54.87,53.37,,,600.0,,,613.0,387.0
624,19660,_HCVU651,RESP046,,,79.48,,,83.38,81.94,,,69.18,,,74.92,69.44,,,74.33,,,79.15,75.69,,,409.0,,,493.0,350.0
625,19660,_RFHLTH,RESP061,,,86.68,,,83.53,83.59,,,80.64,,,77.33,74.81,,,83.66,,,80.43,79.2,,,895.0,,,959.0,590.0
626,19660,_RFHYPE5,RESP046,,,42.44,,,,46.74,,,34.06,,,,36.08,,,38.25,,,,41.41,,,536.0,,,,299.0
627,19660,_RFSMOK3,RESP046,,,23.84,,,23.59,23.73,,,16.0,,,16.69,14.63,,,19.92,,,20.14,19.18,,,172.0,,,176.0,126.0
628,19660,_TOTINDA,RESP046,,,79.53,,,71.42,78.83,,,71.57,,,64.02,68.63,,,75.55,,,67.72,73.73,,,775.0,,,808.0,515.0
629,19740,BLOODCHO,RESP046,82.9,,83.27,,85.54,,,79.42,,80.41,,82.2,,,81.16,,81.84,,83.87,,,5087.0,,4953.0,,5079.0,,
630,19740,Custom_8,Custom_8,0.4335484411353132,,0.44025923590198485,,0.3958657370091159,,,0.3887778279627646,,0.39918357934728205,,0.3490967048652133,,,0.4111631345490389,,0.41972140762463345,,0.3724812209371646,,,2006.0,,1898.0,,1833.0,,
631,19740,Custom_9,Custom_9,59.61542558210013,58.957364229448146,59.55338475135117,61.19059400118195,61.049639158478534,62.18792653492763,62.84004249266209,52.62457441789988,52.28263577055185,53.286615248648836,55.12940599881806,53.29036084152147,55.872073465072376,55.77995750733791,56.120000000000005,55.62,56.42,58.160000000000004,57.17,59.03,59.31,3141.0,2587.0,3053.0,3198.0,3113.0,3559.0,2590.0
632,19740,DIABETE3,RESP046,7.34,8.27,7.06,7.98,7.29,6.88,8.34,5.7,6.55,5.6,6.5,5.73,5.62,6.62,6.52,7.41,6.33,7.24,6.51,6.25,7.48,471.0,406.0,434.0,490.0,514.0,548.0,418.0
633,19740,DRNKANY5,RESP046,67.28,65.21,65.3,64.87,64.22,65.51,65.15,63.64,61.65,62.08,61.65,60.18,62.29,61.55,65.46,63.43,63.69,63.26,62.2,63.9,63.35,3438.0,2962.0,3391.0,3338.0,3182.0,3755.0,2663.0
634,19740,_HCVU651,RESP046,80.95,80.79,82.27,85.92,90.01,88.56,88.18,77.15,77.27,79.25,83.06,86.95,85.9,85.28,79.05,79.03,80.76,84.49,88.48,87.23,86.73,3519.0,2995.0,3518.0,3570.0,3536.0,3905.0,2784.0
635,19740,_RFHLTH,RESP061,87.27,86.26,88.05,88.07,88.55,86.8,87.74,84.57,83.64,85.89,85.99,86.09,84.56,85.3,85.92,84.95,86.97,87.03,87.32,85.68,86.52,4941.0,4140.0,4949.0,5015.0,5063.0,5668.0,4044.0
636,19740,_RFHYPE5,RESP046,26.47,,27.04,,27.61,,26.5,23.65,,24.42,,24.39,,23.68,25.06,,25.73,,26.0,,25.09,1915.0,,1793.0,,1899.0,,1483.0
637,19740,_RFSMOK3,RESP046,19.12,19.41,18.68,16.76,15.76,16.91,15.05,16.1,16.51,15.98,14.26,12.78,14.41,12.47,17.61,17.96,17.33,15.51,14.27,15.66,13.76,827.0,692.0,782.0,693.0,733.0,766.0,526.0
638,19740,_TOTINDA,RESP046,85.14,84.29,83.53,85.59,84.43,85.18,82.15,82.28,81.51,80.83,83.23,81.25,82.86,79.13,83.71,82.9,82.18,84.41,82.84,84.02,80.64,4544.0,4068.0,4278.0,4912.0,4180.0,5561.0,3362.0
639,19780,BLOODCHO,RESP046,82.23,,87.12,,86.63,,,75.37,,81.08,,79.27,,,78.8,,84.1,,82.95,,,1096.0,,1199.0,,953.0,,
640,19780,Custom_8,Custom_8,0.5308470725168307,,0.5247749187104106,,0.4517622974801506,,,0.4346351609857073,,0.4309920254037393,,0.3520954481497469,,,0.482741116751269,,0.47788347205707493,,0.40192887281494877,,,472.0,,563.0,,418.0,,
641,19780,Custom_9,Custom_9,69.821925425185,70.08074478933027,74.67246044035466,71.23844925066864,71.82145442526405,75.87061197218422,,55.01807457481501,55.57925521066973,59.34753955964535,56.021550749331375,54.218545574735955,59.529388027815784,,62.42,62.83,67.01,63.63,63.02,67.7,,740.0,725.0,833.0,834.0,651.0,824.0,
642,19780,DIABETE3,RESP046,8.76,10.67,10.22,10.36,8.15,10.17,9.84,5.74,7.23,6.84,6.8,4.81,6.65,6.86,7.25,8.95,8.53,8.58,6.48,8.41,8.35,123.0,136.0,163.0,155.0,114.0,158.0,156.0
643,19780,DRNKANY5,RESP046,66.05,64.31,62.26,62.96,66.57,65.74,66.9,59.19,57.33,55.16,55.48,58.41,58.44,60.78,62.62,60.82,58.71,59.22,62.49,62.09,63.84,715.0,655.0,705.0,706.0,576.0,719.0,792.0
644,19780,_HCVU651,RESP046,88.97,92.17,92.78,93.62,96.33,96.34,93.74,82.55,86.79,86.86,88.1,90.99,91.64,89.42,85.76,89.48,89.82,90.86,93.66,93.99,91.58,761.0,717.0,821.0,806.0,646.0,771.0,879.0
645,19780,_RFHLTH,RESP061,89.63,89.35,90.68,89.88,91.15,89.09,88.51,85.09,84.73,86.4,85.22,85.93,83.83,84.05,87.36,87.04,88.54,87.55,88.54,86.46,86.28,1084.0,994.0,1152.0,1157.0,918.0,1096.0,1184.0
646,19780,_RFHYPE5,RESP046,29.04,,34.58,,30.88,,32.03,23.6,,28.26,,24.06,,26.77,26.32,,31.42,,27.47,,29.4,450.0,,537.0,,399.0,,503.0
647,19780,_RFSMOK3,RESP046,24.28,21.63,21.17,21.92,20.76,19.22,16.87,18.12,15.75,15.09,15.5,13.42,13.46,11.97,21.2,18.69,18.13,18.71,17.09,16.34,14.42,199.0,172.0,179.0,196.0,126.0,183.0,169.0
648,19780,_TOTINDA,RESP046,77.1,81.18,78.17,83.85,81.35,84.16,82.09,71.1,75.34,71.51,78.29,73.91,78.44,76.79,74.1,78.26,74.84,81.07,77.63,81.3,79.44,884.0,895.0,926.0,1059.0,748.0,1016.0,997.0
649,19804,BLOODCHO,RESP046,81.76,,,,,,,75.34,,,,,,,78.55,,,,,,,1625.0,,,,,,
650,19804,Custom_8,Custom_8,0.5590056642547161,,,,,,,0.45767161136590784,,,,,,,0.508338637810312,,,,,,,762.0,,,,,,
651,19804,Custom_9,Custom_9,72.44886230964991,73.71934656058359,,,,,,57.771137690350095,59.64065343941642,,,,,,65.11,66.68,,,,,,1236.0,1473.0,,,,,
652,19804,DIABETE3,RESP046,13.66,14.73,,,,,,9.62,10.37,,,,,,11.64,12.55,,,,,,322.0,357.0,,,,,
653,19804,DRNKANY5,RESP046,59.35,56.91,,,,,,52.25,50.41,,,,,,55.8,53.66,,,,,,909.0,1035.0,,,,,
654,19804,_HCVU651,RESP046,80.83,81.21,,,,,,73.93,74.59,,,,,,77.38,77.9,,,,,,1017.0,1158.0,,,,,
655,19804,_RFHLTH,RESP061,81.29,80.98,,,,,,75.57,75.3,,,,,,78.43,78.14,,,,,,1424.0,1717.0,,,,,
656,19804,_RFHYPE5,RESP046,38.62,,,,,,,32.26,,,,,,,35.44,,,,,,,882.0,,,,,,
657,19804,_RFSMOK3,RESP046,29.1,27.44,,,,,,22.56,21.32,,,,,,25.83,24.38,,,,,,381.0,395.0,,,,,
658,19804,_TOTINDA,RESP046,78.04,74.87,,,,,,72.0,68.75,,,,,,75.02,71.81,,,,,,1297.0,1580.0,,,,,
659,20100,BLOODCHO,RESP046,85.23,,,,,,,77.75,,,,,,,81.49,,,,,,,1253.0,,,,,,
660,20100,Custom_8,Custom_8,0.5531181442282264,,,,,,,0.4406234191537838,,,,,,,0.49687078169100507,,,,,,,560.0,,,,,,
661,20100,Custom_9,Custom_9,76.78837693112455,75.7625253622774,,,,,,60.03162306887545,60.23747463772259,,,,,,68.41,68.0,,,,,,923.0,935.0,,,,,
662,20100,DIABETE3,RESP046,14.3,13.08,,,,,,9.94,8.68,,,,,,12.12,10.88,,,,,,208.0,192.0,,,,,
663,20100,DRNKANY5,RESP046,56.2,54.06,,,,,,48.0,46.5,,,,,,52.1,50.28,,,,,,685.0,693.0,,,,,
664,20100,_HCVU651,RESP046,87.76,90.7,,,,,,78.94,83.96,,,,,,83.35,87.33,,,,,,838.0,835.0,,,,,
665,20100,_RFHLTH,RESP061,86.54,84.84,,,,,,81.48,79.28,,,,,,84.01,82.06,,,,,,1149.0,1157.0,,,,,
666,20100,_RFHYPE5,RESP046,43.13,,,,,,,35.21,,,,,,,39.17,,,,,,,628.0,,,,,,
667,20100,_RFSMOK3,RESP046,29.16,24.35,,,,,,20.96,17.85,,,,,,25.06,21.1,,,,,,276.0,260.0,,,,,
668,20100,_TOTINDA,RESP046,71.99,76.87,,,,,,63.83,70.29,,,,,,67.91,73.58,,,,,,972.0,1045.0,,,,,
669,20260,BLOODCHO,RESP046,83.78,,90.49,,81.96,,,72.88,,80.73,,73.34,,,78.33,,85.61,,77.65,,,573.0,,617.0,,818.0,,
670,20260,Custom_8,Custom_8,0.5686491049486252,,0.5078936874061537,,0.4798459509856795,,,0.41539276917367784,,0.3494827873047446,,0.3608494772177976,,,0.4920209370611515,,0.42868823735544914,,0.42034771410173855,,,217.0,,235.0,,315.0,,
671,20260,Custom_9,Custom_9,75.12357010996658,79.23890517979447,74.85928859731327,74.66254219848052,71.53572498494795,75.75531407894954,,54.61642989003343,54.76109482020553,50.26071140268674,57.037457801519466,53.22427501505206,58.00468592105045,,64.87,67.0,62.56,65.85,62.38,66.88,,415.0,308.0,416.0,583.0,583.0,581.0,
672,20260,DIABETE3,RESP046,10.33,15.42,12.52,11.28,10.28,11.25,9.77,5.03,8.88,5.98,7.04,6.48,7.17,5.85,7.68,12.15,9.25,9.16,8.38,9.21,7.81,63.0,68.0,82.0,115.0,118.0,109.0,115.0
673,20260,DRNKANY5,RESP046,66.17,61.09,64.14,61.53,65.46,63.04,67.97,55.67,49.77,51.28,53.11,56.64,54.84,59.73,60.92,55.43,57.71,57.32,61.05,58.94,63.85,373.0,279.0,399.0,512.0,553.0,530.0,598.0
674,20260,_HCVU651,RESP046,90.03,91.33,93.92,92.4,97.41,97.09,92.56,78.15,80.95,83.5,85.86,93.53,92.19,84.92,84.09,86.14,88.71,89.13,95.47,94.64,88.74,431.0,311.0,435.0,582.0,600.0,570.0,640.0
675,20260,_RFHLTH,RESP061,89.83,88.74,89.82,87.26,85.35,89.17,89.77,82.49,81.1,81.78,81.1,78.73,83.73,83.49,86.16,84.92,85.8,84.18,82.04,86.45,86.63,581.0,419.0,599.0,790.0,776.0,799.0,914.0
676,20260,_RFHYPE5,RESP046,37.28,,30.94,,32.36,,33.34,27.76,,20.56,,24.44,,25.94,32.52,,25.75,,28.4,,29.64,249.0,,221.0,,338.0,,379.0
677,20260,_RFSMOK3,RESP046,26.35,29.27,33.16,27.76,24.51,21.39,25.62,17.37,18.25,21.76,20.12,16.75,14.89,17.46,21.86,23.76,27.46,23.94,20.63,18.14,21.54,133.0,99.0,142.0,183.0,168.0,154.0,194.0
678,20260,_TOTINDA,RESP046,83.6,88.3,81.45,83.44,82.99,84.52,79.06,74.42,79.84,70.79,76.78,76.49,78.32,70.72,79.01,84.07,76.12,80.11,79.74,81.42,74.89,522.0,422.0,513.0,750.0,694.0,754.0,748.0
679,20500,BLOODCHO,RESP046,86.68,,86.16,,,,,76.44,,76.32,,,,,81.56,,81.24,,,,,878.0,,546.0,,,,
680,20500,Custom_8,Custom_8,0.4863570525500574,,0.4842464153478484,,,,,0.3473849778570049,,0.34982547042270806,,,,,0.41687101520353115,,0.41703594288527823,,,,,347.0,,212.0,,,,
681,20500,Custom_9,Custom_9,67.09823759916482,69.61,71.78615933945674,,,,,45.48176240083519,51.93000000000001,50.67384066054324,,,,,56.29,60.77,61.23,,,,,514.0,457.0,361.0,,,,
682,20500,DIABETE3,RESP046,9.86,10.09,10.3,,,,,5.46,6.09,5.56,,,,,7.66,8.09,7.93,,,,,114.0,83.0,67.0,,,,
683,20500,DRNKANY5,RESP046,62.63,60.04,60.11,,,,,51.15,51.42,49.41,,,,,56.89,55.73,54.76,,,,,528.0,412.0,300.0,,,,
684,20500,_HCVU651,RESP046,83.42,77.35,79.86,,,,,70.96,68.17,69.0,,,,,77.19,72.76,74.43,,,,,574.0,456.0,328.0,,,,
685,20500,_RFHLTH,RESP061,88.09,87.79,87.75,,,,,79.67,81.37,80.15,,,,,83.88,84.58,83.95,,,,,814.0,667.0,516.0,,,,
686,20500,_RFHYPE5,RESP046,32.02,,33.8,,,,,22.96,,24.86,,,,,27.49,,29.33,,,,,347.0,,240.0,,,,
687,20500,_RFSMOK3,RESP046,23.01,21.38,18.56,,,,,13.21,14.36,10.64,,,,,18.11,17.87,14.6,,,,,114.0,115.0,73.0,,,,
688,20500,_TOTINDA,RESP046,87.61,81.3,82.27,,,,,80.43,73.78,73.25,,,,,84.02,77.54,77.76,,,,,764.0,628.0,472.0,,,,
689,20524,Custom_9,Custom_9,,,,,,69.4091236146209,,,,,,,50.8108763853791,,,,,,,60.11,,,,,,,627.0,
690,20524,DIABETE3,RESP046,,,,,,12.15,,,,,,,6.89,,,,,,,9.52,,,,,,,109.0,
691,20524,DRNKANY5,RESP046,,,,,,61.93,,,,,,,52.57,,,,,,,57.25,,,,,,,641.0,
692,20524,_HCVU651,RESP046,,,,,,94.62,,,,,,,88.26,,,,,,,91.44,,,,,,,687.0,
693,20524,_RFHLTH,RESP061,,,,,,88.09,,,,,,,81.35,,,,,,,84.72,,,,,,,936.0,
694,20524,_RFSMOK3,RESP046,,,,,,19.13,,,,,,,12.31,,,,,,,15.72,,,,,,,151.0,
695,20524,_TOTINDA,RESP046,,,,,,79.3,,,,,,,70.8,,,,,,,75.05,,,,,,,858.0,
696,20764,BLOODCHO,RESP046,88.41,,,,,,,84.01,,,,,,,86.21,,,,,,,2607.0,,,,,,
697,20764,Custom_8,Custom_8,0.4507281926926178,,,,,,,0.389545557452377,,,,,,,0.4201368750724974,,,,,,,1081.0,,,,,,
698,20764,Custom_9,Custom_9,64.59211902791144,,,,,,,54.20788097208856,,,,,,,59.4,,,,,,,1603.0,,,,,,
699,20764,DIABETE3,RESP046,9.89,,,,,,,7.43,,,,,,,8.66,,,,,,,319.0,,,,,,
700,20764,DRNKANY5,RESP046,65.7,,,,,,,60.4,,,,,,,63.05,,,,,,,1647.0,,,,,,
701,20764,_HCVU651,RESP046,88.69,,,,,,,84.27,,,,,,,86.48,,,,,,,1751.0,,,,,,
702,20764,_RFHLTH,RESP061,87.93,,,,,,,84.63,,,,,,,86.28,,,,,,,2462.0,,,,,,
703,20764,_RFHYPE5,RESP046,34.2,,,,,,,29.58,,,,,,,31.89,,,,,,,1064.0,,,,,,
704,20764,_RFSMOK3,RESP046,16.61,,,,,,,12.73,,,,,,,14.67,,,,,,,353.0,,,,,,
705,20764,_TOTINDA,RESP046,75.86,,,,,,,71.16,,,,,,,73.51,,,,,,,1973.0,,,,,,
706,21340,BLOODCHO,RESP046,,,77.3,,77.23,,,,,67.7,,67.71,,,,,72.5,,72.47,,,,,610.0,,611.0,,
707,21340,Custom_8,Custom_8,,,0.5466460577325848,,0.5229518913563893,,,,,0.3962504939915531,,0.3803184273961979,,,,,0.47144827586206894,,0.4516351593762936,,,,,247.0,,249.0,,
708,21340,Custom_9,Custom_9,,79.67831487372796,76.89017475579905,82.77041485859519,77.45965602600609,81.5319344467264,81.09327366836871,,52.44168512627205,56.289825244200955,59.629585141404824,57.400343973993934,56.14806555327361,55.766726331631304,,66.06,66.59,71.2,67.43,68.84,68.43,,388.0,479.0,456.0,494.0,336.0,336.0
709,21340,DIABETE3,RESP046,,18.0,14.8,18.77,14.99,19.42,18.17,,10.28,9.58,12.57,10.05,11.54,11.03,,14.14,12.19,15.67,12.52,15.48,14.6,,119.0,129.0,165.0,143.0,107.0,96.0
710,21340,DRNKANY5,RESP046,,50.3,53.1,57.94,51.64,56.68,53.04,,37.6,43.06,47.24,41.84,45.16,41.32,,43.95,48.08,52.59,46.74,50.92,47.18,,239.0,288.0,281.0,292.0,245.0,214.0
711,21340,_HCVU651,RESP046,,59.43,65.94,70.41,68.61,72.56,71.71,,44.69,54.96,59.13,57.83,60.06,59.29,,52.06,60.45,64.77,63.22,66.31,65.5,,265.0,304.0,289.0,343.0,261.0,257.0
712,21340,_RFHLTH,RESP061,,81.14,83.43,78.94,80.61,76.06,79.24,,72.0,76.33,70.24,73.55,65.98,69.68,,76.57,79.88,74.59,77.08,71.02,74.46,,423.0,547.0,480.0,532.0,372.0,382.0
713,21340,_RFHYPE5,RESP046,,,30.75,,31.52,,31.58,,,22.95,,24.0,,22.26,,,26.85,,27.76,,26.92,,,290.0,,311.0,,191.0
714,21340,_RFSMOK3,RESP046,,19.66,17.67,17.38,17.02,20.92,14.3,,10.52,10.53,9.42,9.96,12.14,7.4,,15.09,14.1,13.4,13.49,16.53,10.85,,91.0,83.0,80.0,86.0,67.0,53.0
715,21340,_TOTINDA,RESP046,,73.9,73.5,74.78,71.44,76.85,79.74,,62.14,64.28,65.34,61.6,66.89,69.16,,68.02,68.89,70.06,66.52,71.87,74.45,,420.0,484.0,504.0,461.0,386.0,353.0
716,21660,BLOODCHO,RESP046,87.1,,,,,,,77.38,,,,,,,82.24,,,,,,,580.0,,,,,,
717,21660,Custom_8,Custom_8,0.542027249307374,,,,,,,0.40398442384437694,,,,,,,0.47300583657587547,,,,,,,259.0,,,,,,
718,21660,Custom_9,Custom_9,71.56386694454442,72.43010330534413,,,,,,48.596133055455574,48.229896694655864,,,,,,60.08,60.33,,,,,,385.0,312.0,,,,,
719,21660,DIABETE3,RESP046,10.4,11.4,,,,,,5.78,6.0,,,,,,8.09,8.7,,,,,,70.0,61.0,,,,,
720,21660,DRNKANY5,RESP046,68.68,63.97,,,,,,58.56,52.71,,,,,,63.62,58.34,,,,,,366.0,303.0,,,,,
721,21660,_HCVU651,RESP046,83.88,80.96,,,,,,71.92,68.54,,,,,,77.9,74.75,,,,,,349.0,273.0,,,,,
722,21660,_RFHLTH,RESP061,86.57,88.14,,,,,,77.09,80.8,,,,,,81.83,84.47,,,,,,534.0,430.0,,,,,
723,21660,_RFHYPE5,RESP046,35.57,,,,,,,26.47,,,,,,,31.02,,,,,,,249.0,,,,,,
724,21660,_RFSMOK3,RESP046,24.76,21.67,,,,,,15.2,12.53,,,,,,19.98,17.1,,,,,,104.0,72.0,,,,,
725,21660,_TOTINDA,RESP046,85.61,89.77,,,,,,75.69,81.53,,,,,,80.65,85.65,,,,,,509.0,451.0,,,,,
726,21780,BLOODCHO,RESP046,87.06,,87.04,,,,,76.08,,76.18,,,,,81.57,,81.61,,,,,491.0,,517.0,,,,
727,21780,Custom_8,Custom_8,0.5883180397649336,,0.5937231840775297,,,,,0.42872253887917594,,0.43850325876035784,,,,,0.5085202893220547,,0.5161132214189438,,,,,234.0,,235.0,,,,
728,21780,Custom_9,Custom_9,81.51393414003702,,83.00577939314785,82.05037894983066,,,75.68017821624946,56.06606585996296,,58.274220606852154,54.86962105016936,,,55.479821783750545,68.78999999999999,,70.64,68.46000000000001,,,65.58,362.0,,384.0,408.0,,,404.0
729,21780,DIABETE3,RESP046,11.98,,16.31,10.67,,,15.68,6.46,,9.65,6.13,,,9.84,9.22,,12.98,8.4,,,12.76,73.0,,86.0,96.0,,,104.0
