,Locationabbr,QuestionID,RESPONSEID,Confidence_limit_High_2011,Confidence_limit_High_2012,Confidence_limit_High_2013,Confidence_limit_High_2014,Confidence_limit_High_2015,Confidence_limit_High_2016,Confidence_limit_High_2017,Confidence_limit_Low_2011,Confidence_limit_Low_2012,Confidence_limit_Low_2013,Confidence_limit_Low_2014,Confidence_limit_Low_2015,Confidence_limit_Low_2016,Confidence_limit_Low_2017,Data_value_2011,Data_value_2012,Data_value_2013,Data_value_2014,Data_value_2015,Data_value_2016,Data_value_2017,Sample_Size_2011,Sample_Size_2012,Sample_Size_2013,Sample_Size_2014,Sample_Size_2015,Sample_Size_2016,Sample_Size_2017
1857,39580,Custom_9,Custom_9,74.64188632115504,68.54596580962304,70.11502637419791,70.59103714342353,69.99373314256982,73.06502414841977,,55.07811367884496,53.45403419037696,52.10497362580209,52.84896285657646,52.84626685743019,53.394975851580234,,64.86,61.0,61.11,61.72,61.42,63.230000000000004,,554.0,555.0,390.0,424.0,384.0,358.0,
1858,39580,DIABETE3,RESP046,10.06,10.04,13.38,9.6,10.16,9.33,,5.78,6.08,8.36,5.4,5.92,5.05,,7.92,8.06,10.87,7.5,8.04,7.19,,95.0,96.0,90.0,69.0,65.0,57.0,
1859,39580,DRNKANY5,RESP046,65.5,59.32,56.94,59.4,57.81,64.82,,56.44,51.44,47.88,50.54,49.07,55.72,,60.97,55.38,52.41,54.97,53.44,60.27,,452.0,486.0,327.0,358.0,348.0,352.0,
1860,39580,_HCVU651,RESP046,85.71,81.87,85.3,87.43,87.53,87.68,,77.29,74.77,78.44,80.61,80.35,80.24,,81.5,78.32,81.87,84.02,83.94,83.96,,557.0,588.0,444.0,459.0,455.0,405.0,
1861,39580,_RFHLTH,RESP061,90.8,88.14,88.01,88.61,89.62,90.04,,85.08,82.92,81.85,82.73,83.78,83.72,,87.94,85.53,84.93,85.67,86.7,86.88,,755.0,778.0,560.0,605.0,590.0,536.0,
1862,39580,_RFHYPE5,RESP046,29.83,,33.17,,33.28,,,22.47,,25.37,,25.64,,,26.15,,29.27,,29.46,,,296.0,,224.0,,211.0,,
1863,39580,_RFSMOK3,RESP046,19.82,19.47,17.3,19.36,16.05,15.65,,12.8,13.75,11.1,12.42,10.09,9.27,,16.31,16.61,14.2,15.89,13.07,12.46,,127.0,146.0,93.0,98.0,79.0,72.0,
1864,39580,_TOTINDA,RESP046,82.19,83.29,82.62,86.96,81.16,87.41,,74.71,77.13,75.44,80.64,73.76,81.03,,78.45,80.21,79.03,83.8,77.46,84.22,,666.0,749.0,484.0,598.0,499.0,514.0,
1865,39660,BLOODCHO,RESP046,81.7,,84.02,,83.44,,,71.7,,76.3,,75.06,,,76.7,,80.16,,79.25,,,979.0,,735.0,,1142.0,,
1866,39660,Custom_8,Custom_8,0.5534846338939459,,0.4955879033844912,,0.5052853420139294,,,0.3951463960930163,,0.376418084639461,,0.38809005230783716,,,0.4743155149934811,,0.4360029940119761,,0.44668769716088325,,,441.0,,286.0,,470.0,,
1867,39660,Custom_9,Custom_9,73.77564647530458,75.43647259613817,75.61708421748192,70.61502201993629,70.59465213205132,71.66154028421842,83.29307787040541,51.38435352469541,58.20352740386184,56.9629157825181,53.5849779800637,52.125347867948676,51.85845971578159,60.80692212959458,62.58,66.82000000000001,66.29,62.099999999999994,61.36,61.760000000000005,72.05,703.0,649.0,535.0,833.0,808.0,592.0,687.0
1868,39660,DIABETE3,RESP046,14.23,8.79,11.33,11.86,13.92,8.54,13.59,7.33,5.11,6.91,7.58,8.44,4.58,8.45,10.78,6.95,9.12,9.72,11.18,6.56,11.02,129.0,94.0,97.0,165.0,157.0,97.0,147.0
1869,39660,DRNKANY5,RESP046,59.85,59.66,62.22,60.89,59.52,65.65,61.06,48.71,51.42,53.44,52.89,50.74,55.53,50.98,54.28,55.54,57.83,56.89,55.13,60.59,56.02,595.0,553.0,463.0,759.0,677.0,514.0,522.0
1870,39660,_HCVU651,RESP046,82.59,90.08,91.33,89.24,88.18,92.39,93.43,71.65,84.04,84.95,82.46,79.32,83.25,86.07,77.12,87.06,88.14,85.85,83.75,87.82,89.75,614.0,640.0,512.0,762.0,669.0,494.0,557.0
1871,39660,_RFHLTH,RESP061,85.06,88.61,88.71,87.56,88.01,88.8,87.79,76.9,83.05,83.07,82.0,82.17,81.7,81.29,80.98,85.83,85.89,84.78,85.09,85.25,84.54,953.0,884.0,733.0,1200.0,1097.0,799.0,877.0
1872,39660,_RFHYPE5,RESP046,33.42,,37.12,,36.53,,40.65,24.1,,29.16,,28.97,,31.59,28.76,,33.14,,32.75,,36.12,442.0,,339.0,,556.0,,464.0
1873,39660,_RFSMOK3,RESP046,27.77,28.33,26.57,23.64,25.04,22.52,24.17,18.13,21.15,18.85,16.94,17.2,13.94,15.35,22.95,24.74,22.71,20.29,21.12,18.23,19.76,192.0,215.0,160.0,232.0,204.0,127.0,154.0
1874,39660,_TOTINDA,RESP046,80.99,82.11,83.0,82.51,84.16,84.91,82.32,71.77,75.61,75.94,75.93,77.1,77.31,74.52,76.38,78.86,79.47,79.22,80.63,81.11,78.42,821.0,810.0,635.0,1128.0,993.0,762.0,777.0
1875,39900,BLOODCHO,RESP046,80.79,,82.55,,85.68,,,72.55,,76.99,,77.96,,,76.67,,79.77,,81.82,,,1466.0,,1537.0,,822.0,,
1876,39900,Custom_8,Custom_8,0.5226649760947932,,0.5041671556571682,,0.554230161284569,,,0.41381604646944303,,0.4204912372223606,,0.43452564414197714,,,0.46824051128211813,,0.4623291964397644,,0.4943779027132731,,,590.0,,648.0,,384.0,,
1877,39900,Custom_9,Custom_9,66.46513140271013,64.41436319570693,65.79106290316825,66.70213425795535,66.13581514431577,69.4147149541575,68.2068154745874,51.434868597289864,50.085636804293074,53.08893709683174,52.87786574204465,49.604184855684224,55.6452850458425,54.39318452541259,58.949999999999996,57.25,59.44,59.79,57.87,62.53,61.3,933.0,844.0,1025.0,671.0,493.0,784.0,714.0
1878,39900,DIABETE3,RESP046,12.34,8.01,9.47,8.02,10.33,11.89,9.36,7.24,4.87,6.53,5.12,5.79,8.09,5.98,9.79,6.44,8.0,6.57,8.06,9.99,7.67,150.0,139.0,173.0,112.0,92.0,150.0,115.0
1879,39900,DRNKANY5,RESP046,63.82,63.71,61.2,62.51,61.45,63.63,63.91,55.44,56.37,54.96,54.95,52.43,57.09,57.05,59.63,60.04,58.08,58.73,56.94,60.36,60.48,968.0,891.0,1069.0,697.0,562.0,841.0,754.0
1880,39900,_HCVU651,RESP046,74.42,75.35,80.21,86.04,92.37,88.63,90.64,64.58,66.85,74.13,78.68,85.07,83.03,85.08,69.5,71.1,77.17,82.36,88.72,85.83,87.86,919.0,751.0,990.0,662.0,521.0,788.0,709.0
1881,39900,_RFHLTH,RESP061,83.22,86.34,84.5,85.63,87.18,84.01,83.81,76.28,80.82,79.6,80.03,81.06,78.87,78.41,79.75,83.58,82.05,82.83,84.12,81.44,81.11,1401.0,1232.0,1495.0,985.0,776.0,1145.0,1029.0
1882,39900,_RFHYPE5,RESP046,33.43,,30.74,,36.66,,34.08,26.37,,25.48,,28.58,,28.12,29.9,,28.11,,32.62,,31.1,595.0,,626.0,,350.0,,469.0
1883,39900,_RFSMOK3,RESP046,26.53,20.53,17.52,17.81,22.87,17.99,17.23,19.27,14.33,13.16,12.05,15.11,13.17,12.13,22.9,17.43,15.34,14.93,18.99,15.58,14.68,281.0,233.0,271.0,158.0,137.0,181.0,162.0
1884,39900,_TOTINDA,RESP046,84.77,85.25,84.04,86.6,83.52,80.75,81.51,78.69,79.85,78.98,81.26,76.5,75.11,75.51,81.73,82.55,81.51,83.93,80.01,77.93,78.51,1285.0,1211.0,1349.0,999.0,699.0,1098.0,942.0
1885,40060,BLOODCHO,RESP046,88.76,,85.77,,86.1,,,80.02,,79.61,,80.42,,,84.39,,82.69,,83.26,,,900.0,,1162.0,,1200.0,,
1886,40060,Custom_8,Custom_8,0.4930743594482678,,0.4903403870398906,,,,,0.37622295065956485,,0.3987634949289085,,,,,0.4346486550539163,,0.44455194098439954,,,,,390.0,,461.0,,,,
1887,40060,Custom_9,Custom_9,74.16541686307059,73.27612071730613,73.14561522857585,73.38833082154682,74.17833546165126,77.22764708313078,73.07907761827744,53.8345831369294,56.34387928269388,58.39438477142414,59.01166917845318,59.821664538348735,62.99235291686923,56.600922381722576,64.0,64.81,65.77,66.2,67.0,70.11,64.84,615.0,620.0,820.0,906.0,861.0,914.0,955.0
1888,40060,DIABETE3,RESP046,13.5,13.06,12.11,12.04,13.06,12.92,12.92,8.02,8.7,7.99,8.24,9.22,9.16,8.8,10.76,10.88,10.05,10.14,11.14,11.04,10.86,131.0,138.0,155.0,175.0,179.0,191.0,211.0
1889,40060,DRNKANY5,RESP046,62.85,60.09,57.31,61.23,59.34,56.21,62.53,53.29,51.75,50.17,54.37,52.6,49.47,54.77,58.07,55.92,53.74,57.8,55.97,52.84,58.65,484.0,519.0,648.0,786.0,725.0,723.0,816.0
1890,40060,_HCVU651,RESP046,86.12,88.12,86.72,89.23,90.89,90.14,91.29,75.92,80.48,80.56,83.47,85.01,84.7,84.11,81.02,84.3,83.64,86.35,87.95,87.42,87.7,616.0,583.0,815.0,921.0,905.0,858.0,938.0
1891,40060,_RFHLTH,RESP061,86.89,87.57,86.98,87.52,89.24,86.5,87.92,80.19,81.69,82.24,82.78,84.84,81.92,82.98,83.54,84.63,84.61,85.15,87.04,84.21,85.45,814.0,837.0,1082.0,1239.0,1179.0,1174.0,1272.0
1892,40060,_RFHYPE5,RESP046,34.99,,40.46,,38.31,,37.38,26.79,,33.88,,32.15,,30.56,30.89,,37.17,,35.23,,33.97,379.0,,560.0,,542.0,,611.0
1893,40060,_RFSMOK3,RESP046,26.29,22.97,23.97,22.52,19.62,17.77,20.43,18.09,15.75,17.93,16.72,14.4,12.99,14.27,22.19,19.36,20.95,19.62,17.01,15.38,17.35,189.0,155.0,218.0,227.0,200.0,210.0,232.0
1894,40060,_TOTINDA,RESP046,79.04,81.84,80.75,79.99,77.58,77.34,77.62,70.14,75.22,74.87,74.31,71.38,71.38,70.8,74.59,78.53,77.81,77.15,74.48,74.36,74.21,705.0,788.0,893.0,1141.0,978.0,1062.0,1062.0
1895,40140,BLOODCHO,RESP046,81.3,,80.19,,81.67,,,75.38,,73.77,,76.27,,,78.34,,76.98,,78.97,,,1704.0,,1114.0,,1204.0,,
1896,40140,Custom_8,Custom_8,0.5299264113744987,,0.5302486668529067,,0.5084573419908508,,,0.4396931954674721,,0.4268830556724245,,0.41695737245767395,,,0.4848098034209854,,0.47856586126266565,,0.46270735722426237,,,739.0,,452.0,,464.0,,
1897,40140,Custom_9,Custom_9,70.43182144824236,72.19764708202258,73.10354644748043,74.88778773651443,73.19840010716837,75.58413487311464,76.62701307003674,57.528178551757655,57.282352917977406,58.29645355251958,57.53221226348559,59.76159989283162,59.83586512688537,58.95298692996328,63.980000000000004,64.74,65.7,66.21000000000001,66.47999999999999,67.71000000000001,67.79,1213.0,931.0,831.0,569.0,905.0,686.0,601.0
1898,40140,DIABETE3,RESP046,12.59,12.68,12.03,13.19,11.86,13.89,16.28,8.95,8.56,8.31,8.37,8.3,9.15,11.06,10.77,10.62,10.17,10.78,10.08,11.52,13.67,257.0,197.0,170.0,113.0,182.0,135.0,144.0
1899,40140,DRNKANY5,RESP046,57.14,57.09,52.69,58.19,52.74,53.12,55.79,50.52,49.53,45.25,49.33,46.28,45.44,47.67,53.83,53.31,48.97,53.76,49.51,49.28,51.73,921.0,680.0,598.0,410.0,678.0,498.0,477.0
1900,40140,_HCVU651,RESP046,76.57,76.24,82.19,85.67,87.8,88.78,89.27,70.07,68.98,75.81,78.61,82.78,82.98,83.59,73.32,72.61,79.0,82.14,85.29,85.88,86.43,1081.0,814.0,808.0,577.0,982.0,735.0,634.0
1901,40140,_RFHLTH,RESP061,83.14,84.43,81.24,83.46,79.53,82.7,83.42,78.16,79.17,75.64,77.1,74.13,76.78,77.14,80.65,81.8,78.44,80.28,76.83,79.74,80.28,1565.0,1236.0,1052.0,751.0,1148.0,888.0,821.0
1902,40140,_RFHYPE5,RESP046,31.12,,33.77,,33.52,,36.23,25.78,,27.53,,27.84,,28.97,28.45,,30.65,,30.68,,32.6,733.0,,478.0,,517.0,,352.0
1903,40140,_RFSMOK3,RESP046,18.64,17.62,17.68,17.53,16.81,14.77,13.39,13.74,12.6,12.58,11.53,12.11,9.87,8.73,16.19,15.11,15.13,14.53,14.46,12.32,11.06,265.0,221.0,186.0,122.0,190.0,128.0,117.0
1904,40140,_TOTINDA,RESP046,82.95,82.22,79.73,81.64,77.39,79.86,78.02,77.97,76.26,73.61,74.94,71.59,73.62,70.58,80.46,79.24,76.67,78.29,74.49,76.74,74.3,1475.0,1119.0,935.0,638.0,967.0,864.0,667.0
1905,40180,BLOODCHO,RESP046,79.94,,,,,,,66.26,,,,,,,73.1,,,,,,,424.0,,,,,,
1906,40180,Custom_8,Custom_8,0.6131346877033277,,,,,,,0.4060171590818982,,,,,,,0.5095759233926129,,,,,,,182.0,,,,,,
1907,40180,Custom_9,Custom_9,82.25474286875628,,,,,,,51.04525713124372,,,,,,,66.65,,,,,,,299.0,,,,,,
1908,40180,DIABETE3,RESP046,20.08,,,,,,,8.44,,,,,,,14.26,,,,,,,58.0,,,,,,
1909,40180,DRNKANY5,RESP046,58.25,,,,,,,45.03,,,,,,,51.64,,,,,,,243.0,,,,,,
1910,40180,_HCVU651,RESP046,83.38,,,,,,,67.42,,,,,,,75.4,,,,,,,256.0,,,,,,
1911,40180,_RFHLTH,RESP061,87.78,,,,,,,76.26,,,,,,,82.02,,,,,,,419.0,,,,,,
1912,40180,_RFHYPE5,RESP046,36.38,,,,,,,24.5,,,,,,,30.44,,,,,,,184.0,,,,,,
1913,40180,_RFSMOK3,RESP046,31.55,,,,,,,17.87,,,,,,,24.71,,,,,,,87.0,,,,,,
1914,40180,_TOTINDA,RESP046,77.5,,,,,,,65.2,,,,,,,71.35,,,,,,,360.0,,,,,,
1915,40220,Custom_9,Custom_9,,,,77.50278178219132,,,,,,,54.45721821780869,,,,,,,65.98,,,,,,,328.0,,,
1916,40220,DIABETE3,RESP046,,,,13.12,,,,,,,7.24,,,,,,,10.18,,,,,,,65.0,,,
1917,40220,DRNKANY5,RESP046,,,,51.65,,,,,,,40.09,,,,,,,45.87,,,,,,,236.0,,,
1918,40220,_HCVU651,RESP046,,,,88.21,,,,,,,76.65,,,,,,,82.43,,,,,,,281.0,,,
1919,40220,_RFHLTH,RESP061,,,,88.52,,,,,,,81.08,,,,,,,84.8,,,,,,,447.0,,,
1920,40220,_RFSMOK3,RESP046,,,,27.71,,,,,,,17.41,,,,,,,22.56,,,,,,,90.0,,,
1921,40220,_TOTINDA,RESP046,,,,80.31,,,,,,,71.17,,,,,,,75.74,,,,,,,388.0,,,
1922,40340,BLOODCHO,RESP046,,,,,85.28,,,,,,,76.66,,,,,,,80.97,,,,,,,582.0,,
1923,40340,Custom_8,Custom_8,,,,,0.4788285966471756,,,,,,,0.3619766398601728,,,,,,,0.4204026182536742,,,,,,,210.0,,
1924,40340,Custom_9,Custom_9,,,,71.5087976042916,71.51812019357591,70.95594301730806,77.48124481889928,,,,54.211202395708405,52.581879806424084,52.42405698269194,57.87875518110073,,,,62.86,62.05,61.69,67.68,,,,438.0,405.0,387.0,426.0
1925,40340,DIABETE3,RESP046,,,,8.47,8.61,9.37,11.65,,,,4.71,4.85,5.29,6.75,,,,6.59,6.73,7.33,9.2,,,,58.0,58.0,59.0,74.0
1926,40340,DRNKANY5,RESP046,,,,67.56,61.46,65.52,63.71,,,,58.54,52.24,56.42,54.19,,,,63.05,56.85,60.97,58.95,,,,427.0,399.0,393.0,395.0
1927,40340,_HCVU651,RESP046,,,,95.36,95.05,96.4,94.13,,,,87.92,88.47,91.86,86.99,,,,91.64,91.76,94.13,90.56,,,,459.0,438.0,428.0,423.0
1928,40340,_RFHLTH,RESP061,,,,92.86,92.84,91.13,93.33,,,,87.68,88.38,85.41,88.35,,,,90.27,90.61,88.27,90.84,,,,632.0,612.0,569.0,621.0
1929,40340,_RFHYPE5,RESP046,,,,,25.9,,29.94,,,,,19.08,,22.46,,,,,22.49,,26.2,,,,,185.0,,221.0
1930,40340,_RFSMOK3,RESP046,,,,18.09,15.97,18.42,15.33,,,,11.03,9.65,11.4,9.49,,,,14.56,12.81,14.91,12.41,,,,82.0,75.0,76.0,76.0
1931,40340,_TOTINDA,RESP046,,,,80.95,79.2,85.66,78.71,,,,72.95,71.36,78.88,70.99,,,,76.95,75.28,82.27,74.85,,,,555.0,495.0,536.0,468.0
1932,40380,BLOODCHO,RESP046,,,90.21,,88.15,,,,,81.87,,78.89,,,,,86.04,,83.52,,,,,449.0,,705.0,,
1933,40380,Custom_8,Custom_8,,,0.48490506286356005,,0.4259574979261743,,,,,0.35145012077195814,,0.3166191304263162,,,,,0.4181775918177591,,0.37128831417624525,,,,,182.0,,265.0,,
1934,40380,Custom_9,Custom_9,,,73.83193404646774,,73.31760653158702,74.78862689442684,73.30773497508545,,,51.02806595353226,,54.60239346841298,57.31137310557316,48.012265024914534,,,62.43,,63.959999999999994,66.05,60.66,,,304.0,,500.0,1890.0,323.0
1935,40380,DIABETE3,RESP046,,,10.29,,13.29,10.66,14.76,,,5.67,,7.81,7.1,8.14,,,7.98,,10.55,8.88,11.45,,,60.0,,97.0,426.0,86.0
1936,40380,DRNKANY5,RESP046,,,68.25,,64.47,65.23,66.09,,,57.43,,54.71,57.23,53.35,,,62.84,,59.59,61.23,59.72,,,300.0,,432.0,1564.0,305.0
1937,40380,_HCVU651,RESP046,,,92.81,,94.99,93.72,93.24,,,84.31,,85.15,89.14,81.76,,,88.56,,90.07,91.43,87.5,,,312.0,,419.0,1690.0,284.0
1938,40380,_RFHLTH,RESP061,,,90.72,,89.48,87.82,87.89,,,84.14,,83.24,82.76,79.51,,,87.43,,86.36,85.29,83.7,,,428.0,,658.0,2420.0,436.0
1939,40380,_RFHYPE5,RESP046,,,38.26,,31.37,,36.99,,,28.66,,23.77,,26.29,,,33.46,,27.57,,31.64,,,214.0,,314.0,,225.0
1940,40380,_RFSMOK3,RESP046,,,19.46,,23.17,20.68,22.69,,,11.12,,14.85,14.44,11.83,,,15.29,,19.01,17.56,17.26,,,61.0,,108.0,487.0,69.0
1941,40380,_TOTINDA,RESP046,,,84.27,,73.55,80.76,81.39,,,75.05,,63.95,74.26,70.03,,,79.66,,68.75,77.51,75.71,,,369.0,,506.0,2152.0,367.0
1942,40484,BLOODCHO,RESP046,87.49,,89.69,,90.03,,,81.03,,84.47,,84.47,,,84.26,,87.08,,87.25,,,1522.0,,1520.0,,1845.0,,
1943,40484,Custom_8,Custom_8,0.5457264436024415,,,,0.44771592956471185,,,0.45949548851244104,,,,0.3749774801774085,,,0.5026109660574413,,,,0.4113467048710602,,,710.0,,,,815.0,,
1944,40484,Custom_9,Custom_9,66.86406551377829,66.7351317730242,69.16663463195466,70.24157389763862,69.33583459380057,70.67011315326707,71.94179466533181,53.67593448622173,53.26486822697581,56.333365368045335,56.19842610236138,56.66416540619943,56.529886846732936,56.33820533466818,60.27,60.0,62.75,63.22,63.0,63.6,64.14,1000.0,979.0,998.0,897.0,1228.0,958.0,815.0
1945,40484,DIABETE3,RESP046,10.4,11.18,10.15,11.28,9.51,10.76,9.3,7.3,7.96,7.21,7.6,6.69,7.66,6.24,8.85,9.57,8.68,9.44,8.1,9.21,7.77,199.0,218.0,195.0,173.0,247.0,204.0,158.0
1946,40484,DRNKANY5,RESP046,71.34,66.12,69.57,68.45,67.94,70.05,71.61,64.8,59.66,63.45,61.43,61.56,63.55,64.47,68.07,62.89,66.51,64.94,64.75,66.8,68.04,1055.0,981.0,1028.0,862.0,1196.0,959.0,832.0
1947,40484,_HCVU651,RESP046,88.25,89.14,88.66,90.96,93.67,95.46,95.14,82.49,83.26,83.32,85.12,89.01,91.14,89.8,85.37,86.2,85.99,88.04,91.34,93.3,92.47,995.0,973.0,1001.0,837.0,1152.0,916.0,791.0
1948,40484,_RFHLTH,RESP061,88.18,89.07,90.48,88.82,89.94,89.53,89.62,83.86,84.79,86.72,84.16,85.66,85.07,84.76,86.02,86.93,88.6,86.49,87.8,87.3,87.19,1415.0,1401.0,1428.0,1207.0,1727.0,1334.0,1167.0
1949,40484,_RFHYPE5,RESP046,32.92,,32.95,,30.68,,33.63,27.44,,27.55,,25.46,,27.39,30.18,,30.25,,28.07,,30.51,650.0,,604.0,,782.0,,539.0
1950,40484,_RFSMOK3,RESP046,21.5,19.36,18.64,20.59,17.42,20.71,16.72,16.16,13.76,13.82,14.67,12.6,14.55,11.34,18.83,16.56,16.23,17.63,15.01,17.63,14.03,261.0,214.0,228.0,202.0,252.0,205.0,172.0
1951,40484,_TOTINDA,RESP046,80.82,83.14,80.25,83.15,81.17,84.56,80.91,75.38,78.24,74.73,77.71,75.79,79.54,74.71,78.1,80.69,77.49,80.43,78.48,82.05,77.81,1250.0,1301.0,1186.0,1125.0,1407.0,1248.0,950.0
1952,40500,BLOODCHO,RESP046,90.17,,,,,,,80.69,,,,,,,85.43,,,,,,,592.0,,,,,,
1953,40500,Custom_8,Custom_8,0.5014557816347796,,,,,,,0.36896444545172385,,,,,,,0.43521011354325173,,,,,,,242.0,,,,,,
1954,40500,Custom_9,Custom_9,72.00277792890076,,,,,,,49.53722207109925,,,,,,,60.77,,,,,,,365.0,,,,,,
1955,40500,DIABETE3,RESP046,11.7,,,,,,,6.52,,,,,,,9.11,,,,,,,74.0,,,,,,
1956,40500,DRNKANY5,RESP046,66.41,,,,,,,55.51,,,,,,,60.96,,,,,,,373.0,,,,,,
1957,40500,_HCVU651,RESP046,91.74,,,,,,,82.14,,,,,,,86.94,,,,,,,359.0,,,,,,
1958,40500,_RFHLTH,RESP061,87.07,,,,,,,78.21,,,,,,,82.64,,,,,,,544.0,,,,,,
1959,40500,_RFHYPE5,RESP046,35.62,,,,,,,26.3,,,,,,,30.96,,,,,,,260.0,,,,,,
1960,40500,_RFSMOK3,RESP046,21.18,,,,,,,12.68,,,,,,,16.93,,,,,,,94.0,,,,,,
1961,40500,_TOTINDA,RESP046,83.66,,,,,,,75.46,,,,,,,79.56,,,,,,,513.0,,,,,,
1962,40860,BLOODCHO,RESP046,87.61,,,,,,,78.01,,,,,,,82.81,,,,,,,662.0,,,,,,
1963,40860,Custom_8,Custom_8,0.5202295203372146,,,,,,,0.395360384263679,,,,,,,0.45779495230044676,,,,,,,288.0,,,,,,
1964,40860,Custom_9,Custom_9,75.4186502487114,79.015537471397,,,,,,54.60134975128859,55.80446252860299,,,,,,65.00999999999999,67.41,,,,,,428.0,365.0,,,,,
1965,40860,DIABETE3,RESP046,11.43,10.48,,,,,,6.97,5.78,,,,,,9.2,8.13,,,,,,89.0,67.0,,,,,
1966,40860,DRNKANY5,RESP046,63.13,67.03,,,,,,53.13,56.49,,,,,,58.13,61.76,,,,,,389.0,337.0,,,,,
1967,40860,_HCVU651,RESP046,91.65,90.31,,,,,,82.75,79.25,,,,,,87.2,84.78,,,,,,421.0,351.0,,,,,
1968,40860,_RFHLTH,RESP061,89.02,88.71,,,,,,83.14,81.15,,,,,,86.08,84.93,,,,,,596.0,497.0,,,,,
1969,40860,_RFHYPE5,RESP046,34.52,,,,,,,26.4,,,,,,,30.46,,,,,,,301.0,,,,,,
1970,40860,_RFSMOK3,RESP046,23.73,22.42,,,,,,14.87,13.06,,,,,,19.3,17.74,,,,,,108.0,82.0,,,,,
1971,40860,_TOTINDA,RESP046,82.1,83.51,,,,,,73.64,74.33,,,,,,77.87,78.92,,,,,,548.0,472.0,,,,,
1972,40900,BLOODCHO,RESP046,83.47,,82.11,,81.83,,,76.53,,73.95,,75.47,,,80.0,,78.03,,78.65,,,1116.0,,749.0,,828.0,,
1973,40900,Custom_8,Custom_8,0.5174350622344542,,,,0.4670450516707329,,,0.4105649377655457,,,,0.36092697630129505,,,0.46399999999999997,,,,0.413986013986014,,,456.0,,,,274.0,,
1974,40900,Custom_9,Custom_9,67.97456848984547,70.71842401262093,69.64728336602847,70.30470246476409,71.49684981472325,70.46841690968606,72.98862846393652,53.085431510154535,52.00157598737907,50.69271663397153,50.05529753523591,55.72315018527676,53.35158309031396,55.491371536063504,60.53,61.36,60.17,60.18,63.61,61.910000000000004,64.24000000000001,756.0,580.0,500.0,362.0,596.0,477.0,555.0
1975,40900,DIABETE3,RESP046,10.97,12.53,11.66,12.41,10.89,9.13,12.84,6.85,6.45,6.22,6.93,6.15,5.17,7.58,8.91,9.49,8.94,9.67,8.52,7.15,10.21,127.0,101.0,83.0,66.0,89.0,74.0,100.0
1976,40900,DRNKANY5,RESP046,67.46,64.92,64.29,60.55,59.65,59.47,64.51,59.66,55.94,55.03,49.77,51.93,50.65,55.89,63.56,60.43,59.66,55.16,55.79,55.06,60.2,726.0,537.0,487.0,327.0,556.0,438.0,521.0
1977,40900,_HCVU651,RESP046,85.57,85.47,85.37,94.25,93.44,94.49,93.56,77.93,76.89,77.53,86.99,88.74,89.67,88.12,81.75,81.18,81.45,90.62,91.09,92.08,90.84,770.0,596.0,521.0,421.0,731.0,564.0,628.0
1978,40900,_RFHLTH,RESP061,88.81,89.35,87.0,87.09,86.98,89.75,87.95,83.83,82.33,79.48,80.11,81.96,84.23,81.95,86.32,85.84,83.24,83.6,84.47,86.99,84.95,1095.0,848.0,749.0,533.0,857.0,706.0,786.0
1979,40900,_RFHYPE5,RESP046,30.09,,33.75,,34.35,,34.55,23.81,,25.99,,27.21,,26.87,26.95,,29.87,,30.78,,30.71,456.0,,326.0,,328.0,,305.0
1980,40900,_RFSMOK3,RESP046,16.32,17.95,19.51,17.12,14.84,13.83,11.9,10.76,11.41,12.41,10.5,9.78,8.39,7.0,13.54,14.68,15.96,13.81,12.31,11.11,9.45,143.0,130.0,111.0,83.0,107.0,81.0,87.0
1981,40900,_TOTINDA,RESP046,85.4,88.02,86.64,84.03,84.78,85.18,86.85,79.6,80.72,79.2,75.37,78.66,78.76,80.43,82.5,84.37,82.92,79.7,81.72,81.97,83.64,1007.0,795.0,668.0,477.0,746.0,676.0,696.0
1982,41060,BLOODCHO,RESP046,,,,,82.89,,,,,,,73.63,,,,,,,78.26,,,,,,,522.0,,
1983,41060,Custom_8,Custom_8,,,,,0.4863618205040059,,,,,,,0.35723644169890734,,,,,,,0.4217991311014566,,,,,,,190.0,,
1984,41060,Custom_9,Custom_9,,,,77.3896025437698,75.09307605930812,78.4315177361595,78.032308876587,,,,57.01039745623021,55.22692394069188,59.38848226384049,56.54769112341298,,,,67.2,65.16,68.91,67.28999999999999,,,,373.0,391.0,415.0,437.0
1985,41060,DIABETE3,RESP046,,,,9.79,8.68,12.76,11.89,,,,5.29,4.6,7.82,5.61,,,,7.54,6.64,10.29,8.75,,,,53.0,56.0,78.0,65.0
1986,41060,DRNKANY5,RESP046,,,,71.55,65.44,66.57,72.4,,,,61.47,55.76,57.51,62.68,,,,66.51,60.6,62.04,67.54,,,,364.0,376.0,389.0,441.0
1987,41060,_HCVU651,RESP046,,,,96.52,96.45,95.93,95.23,,,,91.14,90.89,90.45,88.99,,,,93.83,93.67,93.19,92.11,,,,411.0,448.0,446.0,463.0
1988,41060,_RFHLTH,RESP061,,,,93.16,92.16,89.89,90.15,,,,87.32,86.86,83.97,83.53,,,,90.24,89.51,86.93,86.84,,,,506.0,557.0,562.0,585.0
1989,41060,_RFHYPE5,RESP046,,,,,31.81,,32.13,,,,,23.93,,23.67,,,,,27.87,,27.9,,,,,205.0,,213.0
1990,41060,_RFSMOK3,RESP046,,,,20.29,18.52,18.1,20.52,,,,12.41,11.42,11.64,12.06,,,,16.35,14.97,14.87,16.29,,,,75.0,76.0,89.0,95.0
